PERMNO,date,NCUSIP,TICKER,PERMCO,NWPERM,PRC,VOL,RET,SHROUT
90319,2006-04-18,38259P50,GOOG,45483,,404.23999,8194810,-0.006342,212396
90319,2006-04-19,38259P50,GOOG,45483,,410.50000,6802380,0.015486,212396
90319,2006-04-20,38259P50,GOOG,45483,,415.00000,12565304,0.010962,212396
90319,2006-04-21,38259P50,GOOG,45483,,437.10001,22598613,0.053253,212396
90319,2006-04-24,38259P50,GOOG,45483,,440.50000,8845654,0.007779,212396
90319,2006-04-25,38259P50,GOOG,45483,,427.16000,9593179,-0.030284,212396
90319,2006-04-26,38259P50,GOOG,45483,,425.97000,7293240,-0.002786,212396
90319,2006-04-27,38259P50,GOOG,45483,,420.03000,8369904,-0.013945,212396
90319,2006-04-28,38259P50,GOOG,45483,,417.94000,7431101,-0.004976,214947
90319,2006-05-01,38259P50,GOOG,45483,,398.89999,10395458,-0.045557,214947
90319,2006-05-02,38259P50,GOOG,45483,,394.79999,13137165,-0.010278,214947
90319,2006-05-03,38259P50,GOOG,45483,,394.17001,8088121,-0.001596,214947
90319,2006-05-04,38259P50,GOOG,45483,,394.75000,4658345,0.001471,214947
90319,2006-05-05,38259P50,GOOG,45483,,394.29999,6074415,-0.001140,214947
90319,2006-05-08,38259P50,GOOG,45483,,394.78000,5141459,0.001217,214947
90319,2006-05-09,38259P50,GOOG,45483,,408.79999,9156832,0.035513,214947
90319,2006-05-10,38259P50,GOOG,45483,,402.98001,6216270,-0.014237,214947
90319,2006-05-11,38259P50,GOOG,45483,,387.00000,8903731,-0.039655,214947
90319,2006-05-12,38259P50,GOOG,45483,,374.13000,10158094,-0.033256,214947
90319,2006-05-15,38259P50,GOOG,45483,,376.20001,8615307,0.005533,214947
90319,2006-05-16,38259P50,GOOG,45483,,371.29999,5326989,-0.013025,214947
90319,2006-05-17,38259P50,GOOG,45483,,374.50000,10677810,0.008618,214947
90319,2006-05-18,38259P50,GOOG,45483,,370.98999,5860629,-0.009373,214947
90319,2006-05-19,38259P50,GOOG,45483,,370.01999,11403346,-0.002615,214947
90319,2006-05-22,38259P50,GOOG,45483,,370.95001,8619329,0.002513,214947
90319,2006-05-23,38259P50,GOOG,45483,,375.57999,9001976,0.012481,214947
90319,2006-05-24,38259P50,GOOG,45483,,381.25000,9563117,0.015097,214947
90319,2006-05-25,38259P50,GOOG,45483,,382.98999,8207750,0.004564,214947
90319,2006-05-26,38259P50,GOOG,45483,,381.35001,3675882,-0.004282,214947
90319,2006-05-30,38259P50,GOOG,45483,,371.94000,4323225,-0.024676,214947
90319,2006-05-31,38259P50,GOOG,45483,,371.82001,7993763,-0.000323,214947
90319,2006-06-01,38259P50,GOOG,45483,,382.62000,6295584,0.029046,214947
90319,2006-06-02,38259P50,GOOG,45483,,379.44000,6405619,-0.008311,214947
90319,2006-06-05,38259P50,GOOG,45483,,374.44000,5573023,-0.013177,214947
90319,2006-06-06,38259P50,GOOG,45483,,389.98999,10267795,0.041529,214947
90319,2006-06-07,38259P50,GOOG,45483,,386.51001,8921424,-0.008923,214947
90319,2006-06-08,38259P50,GOOG,45483,,393.29999,10380066,0.017567,214947
90319,2006-06-09,38259P50,GOOG,45483,,386.57001,6162465,-0.017112,214947
90319,2006-06-12,38259P50,GOOG,45483,,381.54001,5021773,-0.013012,214947
90319,2006-06-13,38259P50,GOOG,45483,,386.52499,7669407,0.013065,214947
90319,2006-06-14,38259P50,GOOG,45483,,384.39001,7813790,-0.005524,214947
90319,2006-06-15,38259P50,GOOG,45483,,391.00000,6791698,0.017196,214947
90319,2006-06-16,38259P50,GOOG,45483,,390.70001,5417966,-0.000767,214947
90319,2006-06-19,38259P50,GOOG,45483,,388.14001,7640728,-0.006552,214947
90319,2006-06-20,38259P50,GOOG,45483,,387.17001,4058972,-0.002499,214947
90319,2006-06-21,38259P50,GOOG,45483,,402.13000,8762229,0.038639,214947
90319,2006-06-22,38259P50,GOOG,45483,,399.95001,6013995,-0.005421,214947
90319,2006-06-23,38259P50,GOOG,45483,,404.85999,5316216,0.012276,214947
