PERMNO,date,NCUSIP,TICKER,PERMCO,NWPERM,PRC,VOL,RET,SHROUT
14593,2016-03-17,03783310,AAPL,7,,105.80000,34420695,-0.001604,5544583
14593,2016-03-18,03783310,AAPL,7,,105.92000,44205171,0.001134,5544583
14593,2016-03-21,03783310,AAPL,7,,105.91000,35506183,-0.000094,5544583
14593,2016-03-22,03783310,AAPL,7,,106.72000,32484879,0.007648,5544583
14593,2016-03-23,03783310,AAPL,7,,106.13000,25702995,-0.005529,5544583
14593,2016-03-24,03783310,AAPL,7,,105.67000,26132955,-0.004334,5478446
14593,2016-03-28,03783310,AAPL,7,,105.19000,19411372,-0.004542,5478446
14593,2016-03-29,03783310,AAPL,7,,107.68000,31190083,0.023671,5478446
14593,2016-03-30,03783310,AAPL,7,,109.56000,45601224,0.017459,5478446
14593,2016-03-31,03783310,AAPL,7,,108.99000,25892093,-0.005203,5478446
14593,2016-04-01,03783310,AAPL,7,,109.99000,25877180,0.009175,5478446
14593,2016-04-04,03783310,AAPL,7,,111.12000,37356204,0.010274,5478446
14593,2016-04-05,03783310,AAPL,7,,109.81000,26874194,-0.011789,5478446
14593,2016-04-06,03783310,AAPL,7,,110.96000,26404277,0.010473,5478446
14593,2016-04-07,03783310,AAPL,7,,108.54000,31910679,-0.021810,5478446
14593,2016-04-08,03783310,AAPL,7,,108.66000,23581740,0.001106,5477425
14593,2016-04-11,03783310,AAPL,7,,109.02000,29407518,0.003313,5477425
14593,2016-04-12,03783310,AAPL,7,,110.44000,27267325,0.013025,5477425
14593,2016-04-13,03783310,AAPL,7,,112.04000,33257316,0.014487,5477425
14593,2016-04-14,03783310,AAPL,7,,112.10000,25473923,0.000536,5477425
14593,2016-04-15,03783310,AAPL,7,,109.85000,46982969,-0.020071,5477425
14593,2016-04-18,03783310,AAPL,7,,107.48000,61131661,-0.021575,5477425
14593,2016-04-19,03783310,AAPL,7,,106.91000,32384879,-0.005303,5477425
14593,2016-04-20,03783310,AAPL,7,,107.13000,30611053,0.002058,5477425
14593,2016-04-21,03783310,AAPL,7,,105.97000,31818552,-0.010828,5477425
14593,2016-04-22,03783310,AAPL,7,,105.68000,33683121,-0.002737,5477425
14593,2016-04-25,03783310,AAPL,7,,105.08000,28032388,-0.005678,5477425
14593,2016-04-26,03783310,AAPL,7,,104.35000,55988165,-0.006947,5477425
14593,2016-04-27,03783310,AAPL,7,,97.82000,114602092,-0.062578,5477425
14593,2016-04-28,03783310,AAPL,7,,94.83000,82242743,-0.030566,5477425
14593,2016-04-29,03783310,AAPL,7,,93.74000,68714435,-0.011494,5477425
14593,2016-05-02,03783310,AAPL,7,,93.64000,48160404,-0.001067,5477425
14593,2016-05-03,03783310,AAPL,7,,95.18000,56833777,0.016446,5477425
14593,2016-05-04,03783310,AAPL,7,,94.19000,41026015,-0.010401,5477425
14593,2016-05-05,03783310,AAPL,7,,93.24000,35892546,-0.004034,5477425
14593,2016-05-06,03783310,AAPL,7,,92.72000,43699936,-0.005577,5477425
14593,2016-05-09,03783310,AAPL,7,,92.79000,32936433,0.000755,5477425
14593,2016-05-10,03783310,AAPL,7,,93.42000,33686836,0.006789,5477425
14593,2016-05-11,03783310,AAPL,7,,92.51000,28719187,-0.009741,5477425
14593,2016-05-12,03783310,AAPL,7,,90.34000,76315140,-0.023457,5477425
14593,2016-05-13,03783310,AAPL,7,,90.52000,44392780,0.001992,5477425
14593,2016-05-16,03783310,AAPL,7,,93.88000,61259756,0.037119,5477425
14593,2016-05-17,03783310,AAPL,7,,93.49000,46916989,-0.004154,5477425
14593,2016-05-18,03783310,AAPL,7,,94.56000,42073287,0.011445,5477425
14593,2016-05-19,03783310,AAPL,7,,94.20000,30442100,-0.003807,5477425
14593,2016-05-20,03783310,AAPL,7,,95.22000,32026218,0.010828,5477425
14593,2016-05-23,03783310,AAPL,7,,96.43000,38018643,0.012707,5477425
14593,2016-05-24,03783310,AAPL,7,,97.90000,35140174,0.015244,5477425
14593,2016-05-25,03783310,AAPL,7,,99.62000,38642306,0.017569,5477425
14593,2016-05-26,03783310,AAPL,7,,100.41000,56327602,0.007930,5477425
14593,2016-05-27,03783310,AAPL,7,,100.35000,36595204,-0.000598,5477425
14593,2016-05-31,03783310,AAPL,7,,99.86000,42307212,-0.004883,5477425
14593,2016-06-01,03783310,AAPL,7,,98.46000,29173287,-0.014020,5477425
14593,2016-06-02,03783310,AAPL,7,,97.72000,40191600,-0.007516,5477425
14593,2016-06-03,03783310,AAPL,7,,97.92000,28504888,0.002047,5477425
14593,2016-06-06,03783310,AAPL,7,,98.63000,23292306,0.007251,5477425
14593,2016-06-07,03783310,AAPL,7,,99.03000,22409450,0.004056,5477425
14593,2016-06-08,03783310,AAPL,7,,98.94000,20848131,-0.000909,5477425
14593,2016-06-09,03783310,AAPL,7,,99.65000,26532148,0.007176,5477425
14593,2016-06-10,03783310,AAPL,7,,98.83000,31714740,-0.008229,5477425
14593,2016-06-13,03783310,AAPL,7,,97.34000,38063179,-0.015076,5477425
14593,2016-06-14,03783310,AAPL,7,,97.46000,31931944,0.001233,5477425
14593,2016-06-15,03783310,AAPL,7,,97.14000,29445947,-0.003283,5477425
14593,2016-06-16,03783310,AAPL,7,,97.55000,31240816,0.004221,5477425
14593,2016-06-17,03783310,AAPL,7,,95.33000,61008499,-0.022758,5477425
14593,2016-06-20,03783310,AAPL,7,,95.10000,34411901,-0.002413,5477425
14593,2016-06-21,03783310,AAPL,7,,95.91000,35547058,0.008517,5477425
14593,2016-06-22,03783310,AAPL,7,,95.55000,29709624,-0.003754,5477425
14593,2016-06-23,03783310,AAPL,7,,96.10000,32241424,0.005756,5477425
14593,2016-06-24,03783310,AAPL,7,,93.40000,75211627,-0.028096,5393165
14593,2016-06-27,03783310,AAPL,7,,92.04000,46625252,-0.014561,5393165
14593,2016-06-28,03783310,AAPL,7,,93.59000,40449051,0.016840,5393165
14593,2016-06-29,03783310,AAPL,7,,94.40000,36531006,0.008655,5393165
14593,2016-06-30,03783310,AAPL,7,,95.60000,35920357,0.012712,5393165
14593,2016-07-01,03783310,AAPL,7,,95.89000,26008189,0.003033,5393165
14593,2016-07-05,03783310,AAPL,7,,94.99000,27711130,-0.009386,5393165
14593,2016-07-06,03783310,AAPL,7,,95.53000,30949090,0.005685,5393165
14593,2016-07-07,03783310,AAPL,7,,95.94000,25141808,0.004292,5393165
14593,2016-07-08,03783310,AAPL,7,,96.68000,28912137,0.007713,5393165
